id_puesto;nom_puesto;territorio;ALVARO ALEJANDRO EDER GARCES;DANIS ANTONIO RENTERIA CHALA;DENINSON MENDOZA RAMOS;DIANA CAROLINA ROJAS ATEHORTUA;EDILSON HUERFANO ORDOÑEZ;HERIBERTO ESCOBAR GONZALEZ;MIYERLANDI TORRES AGREDO;ROBERTO ORTIZ URUEÑA;VOTOS EN BLANCO;VOTOS NO MARCADOS;VOTOS NULOS;WILFREDO PARDO HERRERA;WILSON RUIZ OREJUELA;TOTAL_VOTOS;%_Eder;%_Renteria;%_Ortiz;%_BLANCO;gana
0205;ACADEMIA DE DIBUJO PROFESIONAL;02COMUNA 2;2303,0;247,0;49,0;24,0;34,0;7,0;94,0;419,0;254,0;9,0;22,0;5,0;1,0;3468,0;66,4;7,1;12,1;7,3;ALVARO ALEJANDRO EDER GARCES
0206;COLEGIO HISPANOAMERICANO;02COMUNA 2;3967,0;375,0;65,0;40,0;64,0;20,0;201,0;915,0;488,0;34,0;42,0;2,0;7,0;6220,0;63,8;6,0;14,7;7,9;ALVARO ALEJANDRO EDER GARCES
0301;PARQUE DE LAS ORQUIDEAS;02COMUNA 2;4407,0;312,0;49,0;21,0;90,0;18,0;123,0;819,0;297,0;34,0;38,0;4,0;3,0;6215,0;70,9;5,0;13,2;4,8;ALVARO ALEJANDRO EDER GARCES
0302;IE SANTA CECILIA;02COMUNA 2;2779,0;454,0;45,0;21,0;93,0;28,0;163,0;914,0;414,0;44,0;45,0;7,0;4,0;5011,0;55,5;9,1;18,2;8,3;ALVARO ALEJANDRO EDER GARCES
0303;ESCUELA REPUBLICA DEL BRASIL;02COMUNA 2;2911,0;431,0;61,0;28,0;70,0;16,0;143,0;978,0;362,0;141,0;64,0;10,0;12,0;5227,0;55,7;8,3;18,7;6,9;ALVARO ALEJANDRO EDER GARCES
0304;ESCUELA BRISAS DE LOS ALAMOS;02COMUNA 2;2323,0;494,0;70,0;29,0;87,0;12,0;222,0;1032,0;457,0;81,0;73,0;8,0;15,0;4903,0;47,4;10,1;21,1;9,3;ALVARO ALEJANDRO EDER GARCES
0305;COLEGIO LEONISTICO LA MERCED;02COMUNA 2;4553,0;310,0;34,0;23,0;73,0;18,0;160,0;752,0;317,0;34,0;48,0;7,0;8,0;6337,0;71,9;4,9;11,9;5,0;ALVARO ALEJANDRO EDER GARCES
0401;ASAMBLEA DEPARTAMENTAL;03COMUNA 3;1291,0;267,0;18,0;0,0;62,0;9,0;80,0;525,0;174,0;64,0;38,0;3,0;1,0;2532,0;51,0;10,6;20,7;6,9;ALVARO ALEJANDRO EDER GARCES
0402;ESCUELA CARLOS A SARDI;03COMUNA 3;2283,0;396,0;36,0;18,0;96,0;19,0;90,0;680,0;263,0;44,0;28,0;6,0;9,0;3968,0;57,5;10,0;17,1;6,6;ALVARO ALEJANDRO EDER GARCES
0403;IE SANTA LIBRADA;03COMUNA 3;1766,0;457,0;55,0;36,0;124,0;29,0;145,0;917,0;427,0;93,0;53,0;10,0;5,0;4117,0;42,9;11,1;22,3;10,4;ALVARO ALEJANDRO EDER GARCES
0404;IE NORMAL SUPERIOR LOS FARALLONES;03COMUNA 3;2069,0;513,0;69,0;28,0;203,0;26,0;157,0;913,0;423,0;98,0;48,0;4,0;12,0;4563,0;45,3;11,2;20,0;9,3;ALVARO ALEJANDRO EDER GARCES
0405;ESCUELA REPUBLICA DE MEXICO;03COMUNA 3;653,0;197,0;17,0;0,0;54,0;12,0;91,0;620,0;164,0;74,0;40,0;6,0;0,0;1928,0;33,9;10,2;32,2;8,5;ALVARO ALEJANDRO EDER GARCES
0501;SEDE MANUELA BELTRAN;04COMUNA 4;1348,0;393,0;48,0;25,0;115,0;26,0;201,0;947,0;378,0;97,0;66,0;11,0;10,0;3665,0;36,8;10,7;25,8;10,3;ALVARO ALEJANDRO EDER GARCES
0502;IE JOSE ANTONIO GALAN;04COMUNA 4;1279,0;427,0;63,0;32,0;95,0;16,0;164,0;1018,0;373,0;130,0;83,0;4,0;12,0;3696,0;34,6;11,6;27,5;10,1;ALVARO ALEJANDRO EDER GARCES
0503;ESCUELA RAFAEL ZAMORANO;04COMUNA 4;1711,0;582,0;110,0;35,0;137,0;25,0;197,0;1418,0;480,0;211,0;88,0;9,0;19,0;5022,0;34,1;11,6;28,2;9,6;ALVARO ALEJANDRO EDER GARCES
0504;COLEGIO INEM;04COMUNA 4;2995,0;832,0;122,0;53,0;241,0;45,0;335,0;1730,0;743,0;129,0;118,0;3,0;14,0;7360,0;40,7;11,3;23,5;10,1;ALVARO ALEJANDRO EDER GARCES
0505;IE CASD SEDE SANTO TOMAS;04COMUNA 4;772,0;258,0;43,0;16,0;56,0;13,0;107,0;608,0;261,0;63,0;47,0;5,0;8,0;2257,0;34,2;11,4;26,9;11,6;ALVARO ALEJANDRO EDER GARCES
0506;SEDE SAN VICENTE DE PAUL;04COMUNA 4;1073,0;296,0;42,0;20,0;85,0;5,0;123,0;619,0;225,0;34,0;30,0;4,0;8,0;2564,0;41,9;11,5;24,1;8,8;ALVARO ALEJANDRO EDER GARCES
0507;INSTITUTO COMERCIAL ARQUIDIOCESANO;04COMUNA 4;50,0;21,0;4,0;1,0;2,0;0,0;11,0;69,0;20,0;12,0;5,0;1,0;1,0;197,0;25,4;10,7;35,0;10,2;ROBERTO ORTIZ URUEÑA
0508;IE LA MERCED;04COMUNA 4;133,0;37,0;3,0;3,0;7,0;2,0;15,0;95,0;35,0;6,0;2,0;0,0;1,0;339,0;39,2;10,9;28,0;10,3;ALVARO ALEJANDRO EDER GARCES
0601;SENA;05COMUNA 5;3678,0;791,0;70,0;36,0;260,0;22,0;308,0;1432,0;632,0;73,0;94,0;11,0;18,0;7425,0;49,5;10,7;19,3;8,5;ALVARO ALEJANDRO EDER GARCES
0602;IE CELMIRA BUENO DE OREJUELA;05COMUNA 5;4799,0;1381,0;176,0;76,0;290,0;41,0;559,0;2341,0;1274,0;141,0;131,0;19,0;20,0;11248,0;42,7;12,3;20,8;11,3;ALVARO ALEJANDRO EDER GARCES
0603;ESCUELA MARIANO OSPINA PEREZ;05COMUNA 5;3237,0;945,0;89,0;56,0;244,0;38,0;316,0;1834,0;830,0;125,0;111,0;9,0;19,0;7853,0;41,2;12,0;23,4;10,6;ALVARO ALEJANDRO EDER GARCES
0604;ESCUELA MARIA PANESSO;05COMUNA 5;2847,0;770,0;78,0;47,0;185,0;29,0;277,0;1401,0;609,0;93,0;81,0;8,0;12,0;6437,0;44,2;12,0;21,8;9,5;ALVARO ALEJANDRO EDER GARCES
0605;ESCUELA MARIO LLOREDA;05COMUNA 5;2215,0;449,0;61,0;26,0;101,0;18,0;185,0;848,0;511,0;37,0;44,0;8,0;12,0;4515,0;49,1;9,9;18,8;11,3;ALVARO ALEJANDRO EDER GARCES
0701;POLIDEPORTIVO LOS GUADUALES;06COMUNA 6;3173,0;960,0;131,0;51,0;223,0;29,0;353,0;1827,0;867,0;107,0;110,0;13,0;14,0;7858,0;40,4;12,2;23,3;11,0;ALVARO ALEJANDRO EDER GARCES
0702;ESCUELA LAS AMERICAS;06COMUNA 6;1875,0;764,0;87,0;0,0;153,0;29,0;297,0;1940,0;637,0;272,0;170,0;9,0;0,0;6233,0;30,1;12,3;31,1;10,2;ROBERTO ORTIZ URUEÑA
0703;ESCUELA PABLO EMILIO CAICEDO;06COMUNA 6;1965,0;641,0;84,0;46,0;137,0;67,0;350,0;1561,0;655,0;183,0;142,0;5,0;16,0;5852,0;33,6;11,0;26,7;11,2;ALVARO ALEJANDRO EDER GARCES
0704;SANTA ISABEL DE HUNGRIA CALIMIO NORTE;06COMUNA 6;1068,0;439,0;54,0;32,0;93,0;22,0;173,0;981,0;441,0;69,0;90,0;12,0;5,0;3479,0;30,7;12,6;28,2;12,7;ALVARO ALEJANDRO EDER GARCES
0705;SEDE CECILIA MU├æOZ RICAURTE;06COMUNA 6;987,0;381,0;51,0;30,0;74,0;15,0;151,0;769,0;365,0;59,0;66,0;1,0;7,0;2956,0;33,4;12,9;26,0;12,4;ALVARO ALEJANDRO EDER GARCES
0801;ESCUELA SAN JORGE;06COMUNA 6;820,0;460,0;60,0;29,0;169,0;14,0;173,0;1202,0;431,0;205,0;141,0;4,0;10,0;3718,0;22,1;12,4;32,3;11,6;ROBERTO ORTIZ URUEÑA
0802;IE PEDRO ANTONIO MOLINA;06COMUNA 6;2191,0;908,0;125,0;60,0;195,0;45,0;316,0;1783,0;906,0;193,0;165,0;7,0;30,0;6924,0;31,6;13,1;25,8;13,1;ALVARO ALEJANDRO EDER GARCES
0803;ESCUELA TRES DE JULIO;06COMUNA 6;1500,0;600,0;80,0;42,0;150,0;15,0;217,0;1322,0;501,0;142,0;90,0;8,0;9,0;4676,0;32,1;12,8;28,3;10,7;ALVARO ALEJANDRO EDER GARCES
0804;ESCUELA ATANASIO GIRARDOT;06COMUNA 6;1096,0;431,0;41,0;27,0;107,0;13,0;131,0;924,0;255,0;134,0;86,0;5,0;8,0;3258,0;33,6;13,2;28,4;7,8;ALVARO ALEJANDRO EDER GARCES
0805;UNIDAD DEPORTIVA PETECUY II;06COMUNA 6;626,0;314,0;35,0;22,0;81,0;6,0;137,0;1108,0;321,0;88,0;76,0;6,0;12,0;2832,0;22,1;11,1;39,1;11,3;ROBERTO ORTIZ URUEÑA
0806;SEDE LOS VENCEDORES;06COMUNA 6;927,0;347,0;64,0;2,0;75,0;18,0;155,0;599,0;397,0;66,0;44,0;4,0;0,0;2698,0;34,4;12,9;22,2;14,7;ALVARO ALEJANDRO EDER GARCES
0901;COL STA ISABEL  HUNGRIA ALFONSO LOPEZ;07COMUNA 7;1715,0;860,0;129,0;81,0;178,0;65,0;273,0;2215,0;795,0;247,0;181,0;9,0;31,0;6779,0;25,3;12,7;32,7;11,7;ROBERTO ORTIZ URUEÑA
0902;ESCUELA LOS FARALLONES;07COMUNA 7;770,0;363,0;40,0;24,0;72,0;15,0;134,0;848,0;281,0;89,0;73,0;2,0;5,0;2716,0;28,4;13,4;31,2;10,4;ROBERTO ORTIZ URUEÑA
0903;IE VICENTE BORRERO COSTA;07COMUNA 7;1250,0;662,0;75,0;43,0;157,0;43,0;229,0;1768,0;535,0;171,0;167,0;8,0;25,0;5133,0;24,4;12,9;34,4;10,4;ROBERTO ORTIZ URUEÑA
0904;ESCUELA MANUEL MARIA MALLARINO;07COMUNA 7;323,0;203,0;35,0;16,0;38,0;16,0;83,0;728,0;222,0;120,0;103,0;6,0;6,0;1899,0;17,0;10,7;38,3;11,7;ROBERTO ORTIZ URUEÑA
0905;IE JUAN BAUTISTA DE LA SALLE;07COMUNA 7;390,0;174,0;26,0;12,0;37,0;11,0;74,0;495,0;157,0;65,0;37,0;5,0;8,0;1491,0;26,2;11,7;33,2;10,5;ROBERTO ORTIZ URUEÑA
0906;IE ALFONSO LOPEZ PUMAREJO;07COMUNA 7;16,0;11,0;2,0;0,0;6,0;2,0;2,0;44,0;8,0;5,0;0,0;0,0;0,0;96,0;16,7;11,5;45,8;8,3;ROBERTO ORTIZ URUEÑA
1001;IE MANUEL MARIA MALLARINO CEIBAS;07COMUNA 7;1679,0;571,0;76,0;34,0;134,0;25,0;204,0;1415,0;560,0;108,0;103,0;5,0;16,0;4930,0;34,1;11,6;28,7;11,4;ALVARO ALEJANDRO EDER GARCES
1002;ESCUELA CARLOS HOLGUIN SARDI;07COMUNA 7;473,0;203,0;25,0;14,0;44,0;10,0;56,0;690,0;197,0;120,0;64,0;4,0;5,0;1905,0;24,8;10,7;36,2;10,3;ROBERTO ORTIZ URUEÑA
1003;ESCUELA ANA MARIA VERNAZA;07COMUNA 7;815,0;325,0;26,0;15,0;73,0;11,0;123,0;948,0;279,0;77,0;80,0;3,0;4,0;2779,0;29,3;11,7;34,1;10,0;ROBERTO ORTIZ URUEÑA
1004;IE SIETE DE AGOSTO;07COMUNA 7;975,0;427,0;52,0;18,0;137,0;11,0;158,0;1009,0;374,0;99,0;82,0;4,0;3,0;3349,0;29,1;12,8;30,1;11,2;ROBERTO ORTIZ URUEÑA
1101;ESCUELA MANUEL REBOLLEDO;08COMUNA 8;1012,0;351,0;15,0;24,0;83,0;20,0;193,0;1046,0;215,0;122,0;70,0;5,0;13,0;3169,0;31,9;11,1;33,0;6,8;ROBERTO ORTIZ URUEÑA
1102;INST TEC COMERCIAL LAS AMERICAS;08COMUNA 8;2478,0;769,0;104,0;40,0;220,0;30,0;295,0;1827,0;695,0;133,0;105,0;8,0;8,0;6712,0;36,9;11,5;27,2;10,4;ALVARO ALEJANDRO EDER GARCES
1103;IE SANTA FE;08COMUNA 8;2240,0;671,0;120,0;43,0;188,0;28,0;318,0;1533,0;620,0;100,0;142,0;11,0;11,0;6025,0;37,2;11,1;25,4;10,3;ALVARO ALEJANDRO EDER GARCES
1104;IE BENJAMIN HERRERA;08COMUNA 8;1194,0;441,0;53,0;30,0;107,0;11,0;168,0;1040,0;326,0;84,0;54,0;1,0;10,0;3519,0;33,9;12,5;29,6;9,3;ALVARO ALEJANDRO EDER GARCES
